NtsbNo,CompletionStatus,EventType,Mkey,IsStudy,EventDate,City,State,Country,ReportNo,N#,VehicleMake,VehicleModel,HighestInjuryLevel,InjuryOngroundCount,InjuryOnboardCount,HasSafetyRec,Mode,ReportNumber,ReportType,DocketPublishDate,OriginalPublishedDate,ReportDate,MostRecentReportType,EV_ID,RepGenFlag
DCA25FM006,In work,,195565,false,2024-12-01T02:09:00Z,Juneau,Alaska,United States,,,,,Fatal,,,false,Marine,,BoardBrief,,,,Prelim,,
CEN25LA055,Completed,Accident,195576,false,2024-11-30T16:58:00Z,Pearland,Texas,United States,,N2933N,Cessna,140,None,0,0,false,Aviation,,DirectorBrief,2025-01-21T18:00:00Z,2025-01-21T05:00:00Z,2024-12-10T21:50:51.708Z,Final,,
WPR25LA051,Completed,Accident,195569,false,2024-11-30T15:40:00Z,Middlegate,Nevada,United States,,N7501M,Cessna,175,Minor,,4,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-12-04T03:02:29.052Z,Final,,
ANC25LA009,Completed,Accident,195574,false,2024-11-29T15:05:00Z,Egegik,Alaska,United States,,N9140R,Cessna,180,None,,0,false,Aviation,,DirectorBrief,2025-08-20T17:00:00Z,2025-08-20T04:00:00Z,2024-12-09T23:21:38.579Z,Final,,
HMD25LR001,Completed,Accident,199381,false,2024-11-29T14:30:00Z,Miami,Florida,United States,,,,,,0,,false,Hazmat,,CloseoutMemo,2025-08-22T18:00:00Z,2025-08-07T04:00:00Z,,Final,,
ERA25LA061,In work,Accident,195558,false,2024-11-28T12:19:00Z,Franklin,North Carolina,United States,,N907EJ,Beech,B300,None,0,0,false,Aviation,,DirectorBrief,,,2024-12-04T21:25:42.503Z,Prelim,,
GAA25WA051,N/A,Accident,199518,false,2024-11-28T12:01:00Z,Treviso,Other Foreign,Italy,,F-HYPF,Piper,PA46,None,0,0,false,Aviation,,None,,2025-07-22T04:00:00Z,2025-03-04T17:46:16.06Z,Final,,
CEN25FA052,In work,Accident,195557,false,2024-11-27T20:30:00Z,Mineola,Texas,United States,,N51810,Cozy,MK III,Fatal,0,2,false,Aviation,,DirectorBrief,,,2024-12-02T04:41:47.276Z,Prelim,,
DCA25WA048,N/A,Accident,195561,false,2024-11-27T18:26:00Z,Montreal,,Canada,,C-GGWX,Boeing,737,None,,0,false,Aviation,,None,,,2024-11-29T22:01:23.777Z,Prelim,,
ERA25LA062,In work,Accident,195559,false,2024-11-27T15:19:00Z,Ocean Isle Beach,North Carolina,United States,,N814B,ALEXANDER S ROLINSKI,BOT JOURNEY,Serious,0,1,false,Aviation,,DirectorBrief,,,2025-01-21T18:09:58.835Z,Prelim,,
DCA25WA051,N/A,Incident,199382,false,2024-11-27T05:00:00Z,Pereira,,Colombia,,HK5407,Airbus,320,None,,0,false,Aviation,,None,,,2024-12-05T19:17:34.574Z,Prelim,,
CEN25LA051,Completed,Accident,195556,false,2024-11-27T02:05:00Z,Muskogee,Oklahoma,United States,,N5757C,Cessna,340,Minor,0,2,false,Aviation,,DirectorBrief,2025-03-12T18:00:00Z,2025-03-12T04:00:00Z,2024-11-27T20:12:24.935Z,Final,,
WPR25LA049,Completed,Accident,195564,false,2024-11-26T20:30:00Z,Mesa,Arizona,United States,,N701MK,CIRRUS DESIGN CORP,SF50,None,,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-12-04T01:29:16.39Z,Final,,
ERA25LA060,Completed,Accident,195551,false,2024-11-25T20:26:00Z,Boston,Massachusetts,United States,,N651CA,COSTRUZIONI AERONAUTICHE TECNA,P2012 TRAVELLER,Minor,0,2,false,Aviation,,DirectorBrief,2025-11-20T18:00:00Z,2025-11-20T05:00:00Z,2024-12-04T18:55:24.188Z,Final,,
CEN25LA050,Completed,Accident,195548,false,2024-11-25T19:36:00Z,Mason,Michigan,United States,,N76061,Cessna,140,None,0,0,false,Aviation,,DirectorBrief,2025-01-21T18:00:00Z,2025-01-21T05:00:00Z,2024-12-11T02:00:42.446Z,Final,,
WPR25LA048,In work,Accident,195555,false,2024-11-25T15:55:00Z,Fullerton,California,United States,,N9245V,Mooney,M20F,Serious,,2,false,Aviation,,DirectorBrief,,,2024-11-27T22:59:45.242Z,Prelim,,
GAA25WA032,N/A,Accident,195553,false,2024-11-25T14:27:00Z,Cantón Central San José y Distrito de Pavas,,Costa Rica,,TI-GER,Cessna,U206,Fatal,,5,false,Aviation,,None,,,2025-02-25T22:05:41.742Z,Prelim,,
DCA25WA046,N/A,Occurrence,195540,false,2024-11-25T06:10:00Z,Vilnius,Other Foreign,Lithuania,,EC-MFE,Boeing,737,Fatal,,1,false,Aviation,,None,,,2024-11-25T14:34:07.608Z,,,
ERA25FA058,In work,Accident,195542,false,2024-11-24T20:09:00Z,Windham,New York,United States,,N58156,Mooney,M20J,Fatal,0,1,false,Aviation,,DirectorBrief,,,2024-11-29T22:12:02.725Z,Prelim,,
WPR25LA046,In work,Accident,195550,false,2024-11-24T18:30:00Z,Gillette,Wyoming,United States,,N55641,Piper,PA-28R-200,Minor,,2,false,Aviation,,DirectorBrief,,,2024-12-11T02:13:19.189Z,Prelim,,
CEN25LA049,Completed,Accident,195544,false,2024-11-24T07:33:00Z,Camdenton,Missouri,United States,,N6575W,Piper,PA-28-140,Serious,0,1,false,Aviation,,DirectorBrief,2025-02-21T19:00:00Z,2025-02-21T05:00:00Z,2024-11-26T00:31:55.979Z,Final,,
DCA25LA047,Completed,Accident,195541,false,2024-11-24T01:00:00Z,Brasilia,Other Foreign,Brazil,,N753AN,Boeing,777-223,Serious,,1,false,Aviation,,DirectorBrief,2025-09-03T18:00:00Z,2025-09-03T04:00:00Z,2024-11-25T14:51:03.923Z,Final,,
WPR25LA047,Completed,Accident,195554,false,2024-11-23T16:40:00Z,Lewistown,Montana,United States,,N9533H,Cessna,A185F,None,,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-27T19:21:52.909Z,Final,,
CEN25FA047,In work,Accident,195539,false,2024-11-23T13:15:00Z,Drake,Colorado,United States,,N434CP,Cessna,182T,Fatal,,3,false,Aviation,,DirectorBrief,,,2024-11-25T01:07:40.232Z,Prelim,,
GAA25WA033,N/A,Accident,195560,false,2024-11-22T18:25:00Z,Cimanes del Tejar,,Spain,,EC-CAZ,Piper,PA-28-140,Fatal,,2,false,Aviation,,None,,,2024-12-09T19:20:09.03Z,Prelim,,
GAA25WA031,N/A,Accident,195546,false,2024-11-22T13:45:00Z,Broken Hill,,Australia,,N368EV,Aerospatiale,AS332L,Fatal,,2,false,Aviation,,None,,,2025-03-04T17:14:04.98Z,Prelim,,
ERA25LA059,Completed,Accident,195549,false,2024-11-21T13:35:00Z,Lakeland,Florida,United States,,N422RH,Bell,206B,None,0,0,false,Aviation,,DirectorBrief,2025-07-03T17:00:00Z,2025-07-03T04:00:00Z,2024-12-12T22:49:26.657Z,Final,,
ENG25WA039,N/A,Accident,200365,false,2024-11-21T11:02:00Z,Ben Slimane,,Morocco,,CN-PLO,Diamond,DA42,,,,false,Aviation,,None,,2025-08-18T04:00:00Z,2025-06-23T17:08:18.091Z,Final,,
DCA25LA045,In work,Accident,195538,false,2024-11-20T20:46:00Z,Warnock,Ohio,United States,,N85352,EMBRAER S A,ERJ 170-200 LR,Serious,,2,false,Aviation,,DirectorBrief,,,2024-11-23T04:20:39.696Z,Prelim,,
ERA25LA064,In work,Accident,199379,false,2024-11-20T15:30:00Z,Centralhatchee,Georgia,United States,,N17GF,AMS FLIGHT D O O,CARAT A,Serious,0,1,false,Aviation,,DirectorBrief,,,2024-12-05T18:07:07.988Z,Prelim,,
ERA25LA063,Completed,Accident,195567,false,2024-11-20T12:53:00Z,Concord,New Hampshire,United States,,N1666R,HOLTZ RODNEY R,CHALLENGER II,None,,0,false,Aviation,,DirectorBrief,2025-07-17T17:00:00Z,2025-07-17T04:00:00Z,2024-12-20T19:39:24.416Z,Final,,
GAA25WA034,N/A,Accident,195563,false,2024-11-20T07:20:00Z,Quirinopolis,,Brazil,,PT-DRB,Cessna,188,Fatal,,1,false,Aviation,,None,,,2025-02-25T22:09:01.164Z,Prelim,,
ENG25LA009,In work,Incident,195552,false,2024-11-19T22:20:00Z,Dulles,Virginia,United States,,N501GJ,BOMBARDIER INC,CL-600-2C11,None,0,0,false,Aviation,,DirectorBrief,,,2024-12-02T22:34:59.033Z,Prelim,,
ERA25LA052,In work,Accident,195525,false,2024-11-19T20:51:00Z,Chattanooga,Tennessee,United States,,N951JA,Cessna,172S,Minor,0,2,false,Aviation,,DirectorBrief,,,2024-11-21T23:31:36.736Z,Prelim,,
RRD25FR004,In work,Accident,195521,false,2024-11-19T16:55:00Z,Rocky Mount,North Carolina,United States,,,,,Serious,,,false,Railroad,,DirectorBrief,2025-09-02T16:00:00Z,,,Prelim,,
WPR25LA044,Completed,Accident,195526,false,2024-11-19T11:30:00Z,Show Low,Arizona,United States,,N705AB,AVIAT AIRCRAFT INC,A-1B,None,0,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-26T00:53:31.292Z,Final,,
DCA25WA042,N/A,Occurrence,195520,false,2024-11-19T05:00:00Z,Vancouver,Other Foreign,Canada,,C-GAZI,Boeing,767,,,,false,Aviation,,None,,,2024-11-20T22:58:41.997Z,Prelim,,
DCA25LA041,Completed,Accident,195519,false,2024-11-18T19:35:00Z,Cooper Hill,Missouri,United States,,N717TW,Boeing,757-231,Serious,,1,false,Aviation,,DirectorBrief,,2025-09-03T04:00:00Z,2024-11-22T00:40:10.803Z,Final,,
ERA25LA047,In work,Accident,195513,false,2024-11-18T18:30:00Z,Huntington,West Virginia,United States,,N55464,Boeing,A75N1(PT17),None,,0,false,Aviation,,DirectorBrief,,,2024-11-20T00:09:35.665Z,Prelim,,
ERA25LA051,Completed,Accident,195524,false,2024-11-18T17:30:00Z,Fountain Inn,South Carolina,United States,,N102XP,JAMES A GRAY,JUST AIRCRAFT HIGHLANDER,Minor,0,1,false,Aviation,,DirectorBrief,2025-06-04T17:00:00Z,2025-06-04T04:00:00Z,2025-01-08T01:00:13.073Z,Final,,
CEN25LA045,Completed,Accident,195502,false,2024-11-18T16:35:00Z,Crowley,Louisiana,United States,,N738PG,Cessna,R182,None,0,0,false,Aviation,,DirectorBrief,2025-06-20T17:00:00Z,2025-06-20T04:00:00Z,2024-11-27T18:54:14.445Z,Final,,
ERA25LA053,In work,Accident,195529,false,2024-11-18T14:21:00Z,Doylestown,Pennsylvania,United States,,N8152R,Beech,A36,Serious,0,3,false,Aviation,,DirectorBrief,,,2024-11-22T02:16:36.82Z,Prelim,,
GAA25WA028,N/A,Accident,195518,false,2024-11-18T11:53:00Z,Langtora,,Sweden,,SE-JVM,MD Helicopter,369,None,,0,false,Aviation,,None,,,2024-11-20T19:36:29.607Z,Prelim,,
GAA25WA092,N/A,Accident,199699,false,2024-11-18T05:00:00Z,Uppsala,Other Foreign,Sweden,,SE-JVM,MD Helicopter,500,Minor,,2,false,Aviation,,None,,,2025-02-14T21:19:04.079Z,Prelim,,
CEN25LA043,In work,Accident,195499,false,2024-11-17T16:15:00Z,Seguin,Texas,United States,,N52B,Pitts,S1E,None,,0,false,Aviation,,DirectorBrief,,,2024-11-20T00:01:44.257Z,Prelim,,
ERA25LA055,Completed,Accident,195533,false,2024-11-17T15:30:00Z,Senoia,Georgia,United States,,N15641,BRUNNER-WINKLE,BIRD A,None,,0,false,Aviation,,DirectorBrief,2025-06-20T17:00:00Z,2025-06-20T04:00:00Z,2024-11-22T02:01:22.984Z,Final,,
ERA25LA054,Completed,Accident,195530,false,2024-11-17T15:20:00Z,Plant City,Florida,United States,,N72WJ,JOLLY WARREN T,BAKENG DUCE,None,0,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-23T00:28:35.91Z,Final,,
WPR25LA042,Completed,Accident,195517,false,2024-11-17T15:10:00Z,Prescott,Arizona,United States,,N126GX,Remos,GX,None,0,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-26T04:55:22.074Z,Final,,
WPR25LA041,Completed,Accident,195511,false,2024-11-17T14:11:00Z,Palm Springs,California,United States,,N828PS,CIRRUS DESIGN CORP,SR22T,None,,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-27T17:17:39.172Z,Final,,
GAA25WA030,N/A,Accident,195545,false,2024-11-17T13:50:00Z,Murska Sobota,,Slovenia,,S5-DLM,Cessna,172,Fatal,,3,false,Aviation,,None,,,2024-11-25T22:26:27.035Z,Prelim,,
WPR25LA039,In work,Accident,195504,false,2024-11-17T13:10:00Z,Pomona,California,United States,,N617ET,Piper,PA-32-300,Serious,,4,false,Aviation,,DirectorBrief,,,2024-11-19T06:36:55.475Z,Prelim,,
WPR25LA045,In work,Accident,195537,false,2024-11-17T11:45:00Z,Jackson,Wyoming,United States,,N247QS,BOMBARDIER INC,CL-600-2B16,None,,0,false,Aviation,,DirectorBrief,,,2024-11-26T18:28:38.145Z,Prelim,,
WPR25LA040,In work,Accident,195508,false,2024-11-17T11:30:00Z,Cordes Lakes,Arizona,United States,,N8390L,Cessna,172I,Minor,0,1,false,Aviation,,DirectorBrief,,,2024-11-21T03:47:52.42Z,Prelim,,
DCA25WA049,N/A,Incident,195562,false,2024-11-16T22:10:00Z,Bogota,,Colombia,,N411AV,Airbus,A320-214,,,,false,Aviation,,None,,,2024-11-29T23:52:50.75Z,Prelim,,
ERA25LA068,Completed,Accident,199390,false,2024-11-15T18:39:00Z,Daytona Beach,Florida,United States,,N508PA,DIAMOND AIRCRAFT IND GMBH,DA 42 NG,None,0,0,false,Aviation,,DirectorBrief,2025-06-20T17:00:00Z,2025-06-20T04:00:00Z,2024-12-09T20:32:08.471Z,Final,,
CEN25LA042,Completed,Accident,195498,false,2024-11-15T18:39:00Z,Manvel,Texas,United States,,N4143P,Piper,PA-23-160,None,0,0,false,Aviation,,DirectorBrief,,2025-10-29T04:00:00Z,2024-11-21T00:11:03.287Z,Final,,
CEN25LA046,Completed,Accident,195531,false,2024-11-15T18:15:00Z,Gilbert,Minnesota,United States,,UNREG,Rotor Flight Dynamics,Dominator,Serious,0,1,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-22T02:36:29.631Z,Final,,
GAA25WA027,N/A,Accident,195501,false,2024-11-15T15:40:00Z,Freeport,Other Foreign,Bahamas,,N91119,Piper,PA-23-250,Serious,,6,false,Aviation,,None,,,2025-03-04T17:02:00.283Z,Prelim,,
DCA25FM005,In work,,195510,false,2024-11-15T13:30:00Z,Ketchikan,Alaska,United States,,,,,,,,false,Marine,,DirectorBrief,,,,Prelim,,
CEN25FA040,In work,Accident,195494,false,2024-11-15T12:00:00Z,Nunn,Colorado,United States,,N285BW,Beech,35-B33,Fatal,0,1,false,Aviation,,DirectorBrief,,,2024-11-22T02:41:17.214Z,Prelim,,
DCA25LA044,Completed,Accident,195532,false,2024-11-15T11:45:00Z,Tokyo,Other Foreign,Japan,,N833AA,Boeing,787-9,Serious,,2,false,Aviation,,DirectorBrief,,2025-09-03T04:00:00Z,2024-11-22T00:12:43.651Z,Final,,
WPR25LA038,In work,Accident,195495,false,2024-11-15T11:03:00Z,Boulder City,Nevada,United States,,N241SA,DEHAVILLAND,DHC-6-300,None,,0,false,Aviation,,DirectorBrief,,,2024-12-31T00:35:36.982Z,Prelim,,
CEN25LA041,Completed,Accident,195497,false,2024-11-15T06:47:00Z,Blaine,Minnesota,United States,,Rotorway,Rotorway,Exec 162 F,None,0,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-12-18T01:45:29.745Z,Final,,
WPR25LA043,Completed,Accident,195523,false,2024-11-14T14:10:00Z,Lewiston,Montana,United States,,N247CC,CHARLIE GUINN,CCK-1865,None,,0,false,Aviation,,DirectorBrief,2025-05-09T18:00:00Z,2025-05-09T04:00:00Z,2024-11-21T01:43:49.586Z,Final,,
GAA25WA029,N/A,Accident,195536,false,2024-11-14T12:45:00Z,SÃO PAULO,Other Foreign,Brazil,,PP-PLR,Air Tractor,AT602,Fatal,,1,false,Aviation,,None,,,2025-03-04T17:05:46.601Z,Prelim,,
WPR25LA037,In work,Accident,195491,false,2024-11-14T09:04:00Z,Los Angeles,California,United States,,N46028,Cessna,172I,None,,0,false,Aviation,,DirectorBrief,,,2024-11-15T01:36:49.134Z,Prelim,,
ERA25LA074,Completed,Accident,199418,false,2024-11-13T16:16:00Z,Palm Beach Gardens,Florida,United States,,N6294C,Piper,PA28,None,0,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-12-19T01:08:05.599Z,Final,,
ERA25LA046,Completed,Accident,195496,false,2024-11-13T13:30:00Z,Parrottsville,Tennessee,United States,,N178EP,ROBINSON HELICOPTER COMPANY,R22 MARINER,Minor,,1,false,Aviation,,DirectorBrief,2025-06-13T17:00:00Z,2025-06-13T04:00:00Z,2024-11-19T00:51:08.635Z,Final,,
CEN25LA039,Completed,Accident,195484,false,2024-11-13T12:15:00Z,Denton,Texas,United States,,N228HM,ATKINSON JEFFREY M,RV-8,None,0,0,false,Aviation,,DirectorBrief,2025-01-03T18:00:00Z,2025-01-03T05:00:00Z,2024-11-19T00:57:46.909Z,Final,,
DCA25WA043,N/A,Occurrence,195528,false,2024-11-13T05:00:00Z,Brisbaine,Other Foreign,Australia,,VH-VXC,Boeing,737,,,,false,Aviation,,None,,,2024-11-21T17:40:46.145Z,Prelim,,
GAA25WA022,N/A,Accident,195486,false,2024-11-12T21:20:00Z,Región del Maule,Other Foreign,Chile,,CC-ATF,Bell,205,Serious,0,1,false,Aviation,,None,,,2025-03-04T19:15:41.934Z,Prelim,,
DCA25WA121,N/A,Incident,199666,false,2024-11-11T16:51:00Z,Dublin,,Ireland,,EI-IJL,Boeing,737,None,,0,false,Aviation,,None,,,2025-02-08T03:38:33.611Z,,,
CEN25LA038,Completed,Accident,195474,false,2024-11-11T16:40:00Z,Waco,Texas,United States,,N869DJ,Composite FX,Mosquito XE,Minor,0,1,false,Aviation,,DirectorBrief,2025-02-21T19:00:00Z,2025-02-21T05:00:00Z,2024-11-13T18:43:34.627Z,Final,,
CEN25LA084,Completed,Accident,199574,false,2024-11-11T12:50:00Z,Lago Vista,Texas,United States,,N1243Y,BELL HELICOPTER TEXTRON CANADA,505,None,0,0,false,Aviation,,DirectorBrief,2025-02-12T18:00:00Z,2025-02-12T05:00:00Z,2025-01-22T01:48:59.589Z,Final,,
DCA25WA036,N/A,Incident,195485,false,2024-11-11T08:25:00Z,Casablanca,,Morocco,,CN-RGB,Boeing,787,,,,false,Aviation,,None,,,2024-11-14T20:24:34.261Z,Prelim,,
GAA25WA023,N/A,Accident,195487,false,2024-11-11T06:50:00Z,Fujairah,Other Foreign,United Arab Emirates,,A6-HSS,Cessna,172,Fatal,,2,false,Aviation,,None,,2025-10-14T04:00:00Z,2025-03-07T18:07:13.703Z,Final,,
DCA25WA032,N/A,Incident,195467,false,2024-11-10T23:41:00Z,Bogotá,,Colombia,,HK5216,Boeing,727,,,,false,Aviation,,None,,2025-10-08T04:00:00Z,2024-11-21T16:22:41.071Z,Final,,
ERA25LA044,Completed,Accident,195479,false,2024-11-09T21:03:00Z,Boalsburg,Pennsylvania,United States,,N504JN,Schweizer,269C-1,None,0,0,false,Aviation,,DirectorBrief,2025-04-02T18:00:00Z,2025-04-02T04:00:00Z,2024-12-12T23:20:52.078Z,Final,,
CEN25LA036,Completed,Accident,195465,false,2024-11-09T14:55:00Z,Bridgeport,Texas,United States,,N49785,Cessna,152,None,,0,false,Aviation,,DirectorBrief,2025-01-21T18:00:00Z,2025-01-21T05:00:00Z,2024-11-21T23:53:13.652Z,Final,,
ERA25LA043,Completed,Accident,195478,false,2024-11-09T13:04:00Z,Alcoa,Tennessee,United States,,N143MG,Cessna,310K,None,,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2025-01-08T00:17:15.044Z,Final,,
ERA25LA056,Completed,Accident,195534,false,2024-11-09T13:02:00Z,O'Brien,Florida,United States,,N214FL,FINN LASSEN,RV-4,None,0,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-22T01:39:28.262Z,Final,,
DCA25WA031,N/A,Accident,195466,false,2024-11-09T05:40:00Z,Sao Paulo,,Brazil,,PS-TLB,Boeing,737,None,,0,false,Aviation,,None,,,2024-12-27T19:54:44.974Z,Prelim,,
DCA25WA033,N/A,Incident,195468,false,2024-11-09T03:02:00Z,Monteria,,Colombia,,N957AV,Airbus,A320-214,None,,0,false,Aviation,,None,,,2024-11-11T22:44:10.463Z,Prelim,,
ENG25WA003,N/A,Incident,195475,false,2024-11-08T18:44:00Z,Barcelona,Other Foreign,Spain,,EC-MBS,Airbus,A320,None,,0,false,Aviation,,None,,,2024-11-12T19:47:07.95Z,Prelim,,
ERA25LA042,Completed,Accident,195476,false,2024-11-08T15:15:00Z,Cleveland,Georgia,United States,,N69LM,Vans,RV8-A,Minor,0,1,false,Aviation,,DirectorBrief,,2025-01-23T05:00:00Z,2024-11-27T18:13:32.097Z,Final,,
WPR25LA033,Completed,Accident,195469,false,2024-11-08T15:00:00Z,Lancaster,California,United States,,N1977C,Cessna,170B,None,,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-21T04:00:00Z,2024-11-14T04:06:45.043Z,Final,,
GAA25WA026,N/A,Accident,195492,false,2024-11-07T16:20:00Z,Puebla,,Mexico,,XB-FVF,Piper,PA31,Minor,,2,false,Aviation,,None,,,2025-03-04T16:53:56.492Z,Prelim,,
ERA25LA067,Completed,Accident,199389,false,2024-11-07T14:53:00Z,Ball Ground,Georgia,United States,,N6444W,Cessna,P210,None,0,0,false,Aviation,,DirectorBrief,2025-06-13T17:00:00Z,2025-06-13T04:00:00Z,2024-12-09T22:48:44.213Z,Final,,
WPR25LA034,Completed,Accident,195470,false,2024-11-07T10:37:00Z,Durkee,Oregon,United States,,N4361R,ROBINSON HELICOPTER COMPANY,R44 II,None,,0,false,Aviation,,DirectorBrief,2025-12-10T18:00:00Z,2025-12-10T05:00:00Z,2024-12-17T21:57:03.036Z,Final,,
WPR25LA032,Completed,Accident,195462,false,2024-11-07T08:42:00Z,Prescott,Arizona,United States,,N679ER,TEXTRON AVIATION INC,172S,None,,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-08T04:12:08.488Z,Final,,
ERA25LA045,Completed,Accident,195481,false,2024-11-06T19:27:00Z,Fairfield Township,New Jersey,United States,,N793RG,HAWKER BEECHCRAFT CORP,G58,None,,0,false,Aviation,,DirectorBrief,,2025-01-23T05:00:00Z,2024-11-25T21:51:57.477Z,Final,,
PLD25FR001,In work,Accident,195464,false,2024-11-06T18:42:00Z,South Jordan,Utah,United States,,,,,Fatal,1,,false,Pipeline,,DirectorBrief,2025-10-23T18:00:00Z,,,Prelim,,
CEN25LA035,Completed,Accident,195455,false,2024-11-06T17:55:00Z,East Troy,Wisconsin,United States,,N420TD,De Havilland,DHC-1,Minor,,1,false,Aviation,,DirectorBrief,2025-05-06T18:00:00Z,2025-05-06T04:00:00Z,2025-03-17T16:40:05.404Z,Final,,
GAA25WA062,N/A,Accident,199553,false,2024-11-06T17:00:00Z,Roadtown,,British Virgin Islands,,N915GD,SHORT BROS,SD3-60,,,,false,Aviation,,None,,2025-09-15T04:00:00Z,2025-03-06T18:53:36.009Z,Final,,
DCA25FM003,Completed,,195458,false,2024-11-06T14:55:00Z,Chiniak Bay,Alaska,United States,MIR2522,,,,None,,,false,Marine,MIR2522,DirectorBrief,2025-06-12T16:00:00Z,2025-06-12T04:00:00Z,2025-05-29T04:00:00Z,Final,,
WPR25LA035,Completed,Accident,195472,false,2024-11-06T12:15:00Z,Priest River,Idaho,United States,,N9207X,Cessna,182E,None,,0,false,Aviation,,DirectorBrief,2025-04-22T18:00:00Z,2025-04-22T04:00:00Z,2024-11-12T22:15:55.839Z,Final,,
WPR25FA031,In work,Accident,195447,false,2024-11-05T18:39:00Z,Mesa,Arizona,United States,,N57HP,Honda,HA420,Fatal,1,5,false,Aviation,,DirectorBrief,,,2024-11-10T00:27:40.287Z,Prelim,,
ERA25LA040,Completed,Accident,195452,false,2024-11-05T15:00:00Z,Waycross,Georgia,United States,,N11AS,Hughes,369D,Minor,0,1,false,Aviation,,DirectorBrief,2025-01-21T18:00:00Z,2025-01-21T05:00:00Z,2024-11-07T18:17:47.804Z,Final,,
DCA25WA027,N/A,Incident,195454,false,2024-11-05T03:45:00Z,Nefaar,Other Foreign,Indonesia,,PK-YSC,Boeing,737,Minor,,5,false,Aviation,,None,,,2024-11-07T19:08:16.575Z,Prelim,,
DCA25WA087,N/A,Incident,199552,false,2024-11-04T17:15:00Z,Hammerfest,,Norway,,LN-ONY,Sikorsky,S-92A,,,,false,Aviation,,None,,,2025-01-16T18:23:18.301Z,,,
RRD25FR003,In work,Accident,195436,false,2024-11-04T13:00:00Z,New Rockford,North Dakota,United States,,,,,Fatal,2,,false,Railroad,,None,2025-10-29T18:00:00Z,,,Prelim,,
ERA25LA038,Completed,Accident,195441,false,2024-11-03T16:00:00Z,Taylorsville,Kentucky,United States,,N256GD,DENEAL DANIEL W,VANS RV6A,None,0,0,false,Aviation,,DirectorBrief,2025-01-21T18:00:00Z,2025-01-21T05:00:00Z,2024-11-06T23:40:13.905Z,Final,,
ENG25WA008,N/A,Incident,195547,false,2024-11-03T11:23:00Z,Geneva,Other Foreign,Switzerland,,9H-EHA,Pilatus,PC12,None,,0,false,Aviation,,None,,2025-08-14T04:00:00Z,2024-11-27T18:58:11.411Z,Final,,
DCA25LA023,Completed,Accident,195439,false,2024-11-03T10:00:00Z,Kingston,Caribbean Sea,Jamaica,,N651UA,Boeing,767-322,Serious,,1,false,Aviation,,DirectorBrief,2025-03-27T18:00:00Z,2025-03-27T04:00:00Z,2024-11-05T19:49:22.129Z,Final,,
ANC25LA008,Completed,Accident,195428,false,2024-11-02T15:36:00Z,Anchorage,Alaska,United States,,N55PK,CUB CRAFTERS INC,CC18-180,Serious,,1,false,Aviation,,DirectorBrief,,2025-11-19T05:00:00Z,2024-11-06T23:04:48.154Z,Final,,
DCA25FM004,Completed,,195463,false,2024-11-02T15:35:00Z,Jacksonville,Florida,United States,MIR2539,,,,Fatal,,,false,Marine,MIR2539,DirectorBrief,2025-11-04T17:00:00Z,2025-11-04T05:00:00Z,2025-10-20T04:00:00Z,Final,,
ERA25LA041,In work,Accident,195453,false,2024-11-02T11:15:00Z,New Castle,Pennsylvania,United States,,N620GA,Anderson,Kitfox 4,Minor,0,2,false,Aviation,,DirectorBrief,,,2024-11-07T19:07:19.263Z,Prelim,,
DCA25WA035,N/A,Incident,195483,false,2024-11-02T04:00:00Z,Jeddah,,Saudi Arabia,,F-OLRC,Boeing,787,,,,false,Aviation,,None,,,2024-11-13T23:43:00.503Z,Prelim,,
CEN25FA034,In work,Accident,195427,false,2024-11-01T22:06:00Z,Iowa,Louisiana,United States,,N62CD,ROBINSON HELICOPTER COMPANY,R44 II,Fatal,0,3,false,Aviation,,DirectorBrief,,,2024-11-04T03:39:25.396Z,Prelim,,
